symbol,strategy,params,L,train_net_return,train_CAGR,train_MDD,train_Sharpe,train_trades,test_net_return,test_CAGR,test_MDD,test_Sharpe,test_win_rate,test_trades,fees_paid,funding_paid,funding_coverage,liquidated,turnover,train_gate,gate,train_all_pass,all_pass,selected_L,exploratory
AAOIUSDT,B1_donchian,"{""lookback"": 20}",15,-1.0,-1.0,1.0,8.002386530426621,6,-1.0,-1.0,1.0,0.0,0.0,0,4.015384615384443,0.0,0.125,True,4500.0,"{""all_pass"": false, ""bankruptcy_probability"": 0.499, ""bankruptcy_probability_lt_5"": false, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 17.405056443964984, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": false, ""trades_ge_15"": false}","{""all_pass"": false, ""bankruptcy_probability"": 0.0, ""bankruptcy_probability_lt_5"": true, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 300.0, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": false, ""trades_ge_15"": false}",False,False,,True
AAOIUSDT,B1_tsmom_ma,"{""fast"": 20, ""slow"": 100}",20,-1.0,-1.0,1.0,-9.518050367839471,0,-1.0,-1.0,1.0,-26.610797004963924,0.0,0,5.353846153845924,0.0,0.125,True,6000.0,"{""all_pass"": false, ""bankruptcy_probability"": 0.0, ""bankruptcy_probability_lt_5"": true, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 300.0, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": false, ""trades_ge_15"": false}","{""all_pass"": false, ""bankruptcy_probability"": 0.0, ""bankruptcy_probability_lt_5"": true, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 300.0, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": false, ""trades_ge_15"": false}",False,False,,True
STXSTOCKUSDT,B1_donchian,"{""lookback"": 20}",20,-1.0,-1.0,1.0,-3.905593199396644,7,-1.0,-1.0,1.0,3.0832714669695034,0.25,4,26.891838327501375,0.0,0.12585034013605442,True,30044.86746790678,"{""all_pass"": false, ""bankruptcy_probability"": 1.0, ""bankruptcy_probability_lt_5"": false, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 4.570158212782394, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": false, ""trades_ge_15"": false}","{""all_pass"": false, ""bankruptcy_probability"": 0.697, ""bankruptcy_probability_lt_5"": false, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 1.8307233177586333, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": false, ""trades_ge_15"": false}",False,False,,True
LWLGUSDT,B3_session,"{""which"": ""hour_82_long"", ""window"": 3}",20,0.04509265806304108,0.500987400317876,0.5322340553867935,1.4810730335821842,6,-1.0,-1.0,1.0,-5.8442642890547445,0.0,1,66.5132153679156,0.0,0.12618296529968454,True,17786.595022388214,"{""all_pass"": false, ""bankruptcy_probability"": 0.345, ""bankruptcy_probability_lt_5"": false, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 64.4674704829398, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": true, ""trades_ge_15"": false}","{""all_pass"": false, ""bankruptcy_probability"": 0.0, ""bankruptcy_probability_lt_5"": true, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 283.21777639548515, ""mdd_le_25"": false, ""sign_preserved"": false, ""test_net_positive"": false, ""trades_ge_15"": false}",False,False,,True
AAPLUSDT,B3_session,"{""which"": ""hour_31_long"", ""window"": 3}",50,0.17387282807017046,0.351440266773956,0.7654520926969867,1.2997836590691383,28,-1.0,-1.0,1.0,-2.500414100571311,0.75,4,141.16787163911695,0.0,0.08688630490956073,True,176459.83954889615,"{""all_pass"": false, ""bankruptcy_probability"": 0.619, ""bankruptcy_probability_lt_5"": false, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 14.203165739550673, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": true, ""trades_ge_15"": true}","{""all_pass"": false, ""bankruptcy_probability"": 0.164, ""bankruptcy_probability_lt_5"": false, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 121.99996953568768, ""mdd_le_25"": false, ""sign_preserved"": false, ""test_net_positive"": false, ""trades_ge_15"": false}",False,False,,False
KOPNUSDT,B1_tsmom_ma,"{""fast"": 10, ""slow"": 50}",15,-1.0,-1.0,1.0,0.0,0,-1.0,-1.0,1.0,-4.892730319943593,0.0,0,36.16540719002179,0.10348952276111095,0.12618296529968454,True,4500.0,"{""all_pass"": false, ""bankruptcy_probability"": 0.0, ""bankruptcy_probability_lt_5"": true, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 300.0, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": false, ""trades_ge_15"": false}","{""all_pass"": false, ""bankruptcy_probability"": 0.0, ""bankruptcy_probability_lt_5"": true, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 300.0, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": false, ""trades_ge_15"": false}",False,False,,True
AMATUSDT,B2_mean_reversion,"{""lookback"": 24, ""max_hold"": 48, ""z_entry"": 2}",20,-1.0,-1.0,1.0,0.7282862734173219,12,-1.0,-1.0,1.0,1.07608845635822,1.0,2,69.90046791759656,0.0,0.12585034013605442,True,87375.58489699569,"{""all_pass"": false, ""bankruptcy_probability"": 0.031, ""bankruptcy_probability_lt_5"": true, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 229.79410005750674, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": false, ""trades_ge_15"": false}","{""all_pass"": false, ""bankruptcy_probability"": 0.0, ""bankruptcy_probability_lt_5"": true, ""bootstrap_floor_gt_300"": true, ""bootstrap_p05_equity"": 1348.1755300821724, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": false, ""trades_ge_15"": false}",False,False,,True
AMATUSDT,B2_mean_reversion,"{""lookback"": 24, ""max_hold"": 48, ""z_entry"": 2}",15,-1.0,-1.0,1.0,-2.0419928740301674,12,-1.0,-1.0,1.0,-1.2762040135277941,1.0,2,40.58448112488999,0.0,0.12585034013605442,True,50730.60140611249,"{""all_pass"": false, ""bankruptcy_probability"": 0.004, ""bankruptcy_probability_lt_5"": true, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 269.28746626403193, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": false, ""trades_ge_15"": false}","{""all_pass"": false, ""bankruptcy_probability"": 0.0, ""bankruptcy_probability_lt_5"": true, ""bootstrap_floor_gt_300"": true, ""bootstrap_p05_equity"": 978.2976892553952, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": false, ""trades_ge_15"": false}",False,False,,True
AMATUSDT,B1_donchian,"{""lookback"": 20}",20,-1.0,-1.0,1.0,-2.0224657304252234,28,-1.0,-1.0,1.0,0.0,0.0,0,4.8,0.0,0.12585034013605442,True,6000.0,"{""all_pass"": false, ""bankruptcy_probability"": 1.0, ""bankruptcy_probability_lt_5"": false, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 2.1349978831708986e-06, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": false, ""trades_ge_15"": true}","{""all_pass"": false, ""bankruptcy_probability"": 0.0, ""bankruptcy_probability_lt_5"": true, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 300.0, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": false, ""trades_ge_15"": false}",False,False,,True
AMATUSDT,B1_donchian,"{""lookback"": 20}",15,-0.9981336636613984,-1.0,0.9997229283972636,0.2947200736196861,31,-1.0,-1.0,1.0,0.0,0.0,0,3.6,0.0,0.12585034013605442,True,4500.0,"{""all_pass"": false, ""bankruptcy_probability"": 0.996, ""bankruptcy_probability_lt_5"": false, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 0.008108445213567156, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": false, ""trades_ge_15"": true}","{""all_pass"": false, ""bankruptcy_probability"": 0.0, ""bankruptcy_probability_lt_5"": true, ""bootstrap_floor_gt_300"": false, ""bootstrap_p05_equity"": 300.0, ""mdd_le_25"": false, ""sign_preserved"": true, ""test_net_positive"": false, ""trades_ge_15"": false}",False,False,,True
