symbol,strategy,L,train_net,test_net,train_trades,test_trades,test_MDD,liquidated,funding_paid,all_pass,vol
AEROUSDT,F_fade,3,0.0,-0.8923907878689185,0,190,0.9186006636433146,False,-4.163068152280998,False,1442616.0664
AEROUSDT,F_fade,5,0.0,-0.9884836179681269,0,190,0.9923914546460885,False,-4.5437460618216665,False,1442616.0664
AEROUSDT,F_flip,2,0.0,0.046768428558733754,0,15,0.3090923994627439,False,0.6878945969029122,False,1442616.0664
AEROUSDT,F_flip,3,0.0,0.006165382995913404,0,15,0.44172274677868073,False,0.9945297427303853,False,1442616.0664
AEROUSDT,F_flip,5,0.0,-0.18205311758585985,0,15,0.6624696294514394,False,1.514844045722027,False,1442616.0664
AGLDUSDT,F_fade,2,0.0,-0.6107465246545905,0,93,0.7145379067913624,False,-27.27426687467962,False,1641526.03635
AGLDUSDT,F_fade,3,0.0,-0.8152005157916262,0,93,0.8688022926966489,False,-34.54582514742514,False,1641526.03635
AGLDUSDT,F_fade,5,0.0,-1.0,0,84,1.0,True,-29.469723031254567,False,1641526.03635
AGLDUSDT,F_flip,2,0.0,-1.0,0,3,1.0,True,-0.5341716984950192,False,1641526.03635
AGLDUSDT,F_flip,3,0.0,-1.0,0,3,1.0,True,-0.8049511868762091,False,1641526.03635
AGLDUSDT,F_flip,5,0.0,-1.0,0,3,1.0,True,-1.3488738733628118,False,1641526.03635
ALGOUSDT,F_fade,2,0.0,-0.5729974220021701,0,98,0.6270232112420671,False,-2.911425998751197,False,1114742.04019
ALGOUSDT,F_fade,3,0.0,-0.7506492213617347,0,98,0.7957850735914234,False,-3.588215744462125,False,1114742.04019
ALGOUSDT,F_fade,5,0.0,-0.9325291197579032,0,98,0.9511080295756762,False,-4.182742684433403,False,1114742.04019
ALGOUSDT,F_flip,2,0.0,0.10516791434180828,0,6,0.16753958912826317,False,-1.8917575444177879,False,1114742.04019
ALGOUSDT,F_flip,3,0.0,0.12228223336685318,0,6,0.24760531763508253,False,-2.8710009945422454,False,1114742.04019
ALGOUSDT,F_flip,5,0.0,0.07839554725103182,0,6,0.39919044980857143,False,-4.722793944077527,False,1114742.04019
ALLOUSDT,F_fade,2,0.0,-0.7725228258259204,0,138,0.8772279923504089,False,-5.9299884295389385,False,6370901.4929
ALLOUSDT,F_fade,3,0.0,-1.0,0,116,1.0,True,-4.921362697958845,False,6370901.4929
ALLOUSDT,F_fade,5,0.0,-1.0,0,108,1.0,True,-7.637587942865977,False,6370901.4929
ALLOUSDT,F_flip,2,0.0,-1.0,0,0,1.0,True,-0.0228637457190832,False,6370901.4929
ALLOUSDT,F_flip,3,0.0,-1.0,0,0,1.0,True,-0.029213043570330707,False,6370901.4929
ALLOUSDT,F_flip,5,0.0,-1.0,0,0,1.0,True,-0.032693066544751515,False,6370901.4929
AMATUSDT,F_fade,2,0.23502981582645321,-0.21697913875441655,11,1,0.2382350407173871,False,0.0,False,1801185.6581
AMATUSDT,F_fade,3,0.3609647496787227,-0.31460293825234964,11,1,0.34162653494277195,False,0.0,False,1801185.6581
AMATUSDT,F_fade,5,0.625274007090896,-0.48803005884799033,11,1,0.5195767412288377,False,0.0,False,1801185.6581
AMATUSDT,F_flip,2,0.0,0.0,0,0,0.0,False,0.0,False,1801185.6581
AMATUSDT,F_flip,3,0.0,0.0,0,0,0.0,False,0.0,False,1801185.6581
AMATUSDT,F_flip,5,0.0,0.0,0,0,0.0,False,0.0,False,1801185.6581
AMDUSDT,F_fade,2,0.04231789085112103,0.0017002094567080128,17,1,0.01119138064437264,False,-0.062128725505202695,False,7747345.2941
AMDUSDT,F_fade,3,0.03666759299899125,0.0024419803570772114,17,1,0.01679254504807015,False,-0.09298419504348916,False,7747345.2941
AMDUSDT,F_fade,5,-0.027316740466344136,0.00370830437173586,17,1,0.028004112242038026,False,-0.1542594157668501,False,7747345.2941
AMDUSDT,F_flip,2,0.0,0.0,0,0,0.0,False,0.0,False,7747345.2941
AMDUSDT,F_flip,3,0.0,0.0,0,0,0.0,False,0.0,False,7747345.2941
AMDUSDT,F_flip,5,0.0,0.0,0,0,0.0,False,0.0,False,7747345.2941
AMZNUSDT,F_fade,2,0.0,0.012023112240440614,0,10,0.04718248507866718,False,-5.917147895854659,False,3709896.4417
AMZNUSDT,F_fade,3,0.0,0.016486945959909738,0,10,0.07045220171881217,False,-8.87333871658606,False,3709896.4417
AMZNUSDT,F_fade,5,0.0,0.022235260727641704,0,10,0.11630349499617387,False,-14.764010293342935,False,3709896.4417
AMZNUSDT,F_flip,2,0.0,0.0,0,0,0.0,False,0.0,False,3709896.4417
AMZNUSDT,F_flip,3,0.0,0.0,0,0,0.0,False,0.0,False,3709896.4417
AMZNUSDT,F_flip,5,0.0,0.0,0,0,0.0,False,0.0,False,3709896.4417
APEUSDT,F_fade,2,0.0,-0.3540174776621826,0,81,0.5249625477102013,False,-2.1909008034030637,False,1406161.46783
APEUSDT,F_fade,3,0.0,-0.5723722298102234,0,81,0.6944509572010458,False,-2.6401925407209847,False,1406161.46783
APEUSDT,F_fade,5,0.0,-1.0,0,0,1.0,True,0.0,False,1406161.46783
APEUSDT,F_flip,2,0.0,0.3504253185704185,0,8,0.24238637101568228,False,-2.8215048257187365,False,1406161.46783
APEUSDT,F_flip,3,0.0,0.4236251492862664,0,8,0.345294758259046,False,-4.458533830102935,False,1406161.46783
APEUSDT,F_flip,5,0.0,0.2958211088759142,0,8,0.5182558440543168,False,-7.349265134790821,False,1406161.46783
APTUSDT,F_fade,2,0.0,-0.33456886799844543,0,68,0.42768527171094084,False,-2.3181368895798724,False,2987295.6869849
APTUSDT,F_fade,3,0.0,-0.49766954315620204,0,68,0.5975596923604294,False,-3.0401370809004056,False,2987295.6869849
APTUSDT,F_fade,5,0.0,-0.7551230823694774,0,68,0.8282950201250614,False,-3.689945713160434,False,2987295.6869849
APTUSDT,F_flip,2,0.0,-0.1537832325681565,0,4,0.3028900394179347,False,-0.2042435981063168,False,2987295.6869849
APTUSDT,F_flip,3,0.0,-0.2391645091474881,0,4,0.4251826616755302,False,-0.24176484975877482,False,2987295.6869849
APTUSDT,F_flip,5,0.0,-0.41250398478290984,0,4,0.6190956541448199,False,-0.179459504715178,False,2987295.6869849
ARBUSDT,F_fade,2,0.0,-0.10621442502933576,0,78,0.4910891800221827,False,-3.8968723946561625,False,3701506.406568
ARBUSDT,F_fade,3,0.0,-0.2248391790801818,0,78,0.6455879083355792,False,-6.165768445775534,False,3701506.406568
ARBUSDT,F_fade,5,0.0,-0.5107356638854339,0,78,0.8410140170971001,False,-10.598619194912438,False,3701506.406568
ARBUSDT,F_flip,2,0.0,0.040593182354241364,0,4,0.1400297532848711,False,-0.4129250223724663,False,3701506.406568
ARBUSDT,F_flip,3,0.0,0.03708100132653014,0,4,0.2041433372091208,False,-0.6051385884553031,False,3701506.406568
ARBUSDT,F_flip,5,0.0,-0.017068863749713836,0,4,0.3432563067414346,False,-0.9366488084540755,False,3701506.406568
ARMUSDT,F_fade,2,0.0,-0.004072903544739548,0,29,0.4265060136469846,False,-8.310766333533596,False,3662200.4389
ARMUSDT,F_fade,3,0.0,-0.08205033477216317,0,29,0.5897072439967372,False,-12.752858384471239,False,3662200.4389
ARMUSDT,F_fade,5,0.0,-0.3443151913560222,0,29,0.8155682208856715,False,-20.762528651256396,False,3662200.4389
ARMUSDT,F_flip,2,0.0,0.0,0,0,0.0,False,0.0,False,3662200.4389
ARMUSDT,F_flip,3,0.0,0.0,0,0,0.0,False,0.0,False,3662200.4389
ARMUSDT,F_flip,5,0.0,0.0,0,0,0.0,False,0.0,False,3662200.4389
ASMLUSDT,F_fade,2,0.0,0.20120784339271847,0,10,0.06749685511422054,False,-9.358995516966893,False,1625242.9417
ASMLUSDT,F_fade,3,0.0,0.3064763919666864,0,10,0.10048355777888074,False,-14.472208238739427,False,1625242.9417
ASMLUSDT,F_fade,5,0.0,0.5220300921914243,0,10,0.16491323194840812,False,-25.564573342344698,False,1625242.9417
ASMLUSDT,F_flip,2,0.0,0.0,0,0,0.0,False,0.0,False,1625242.9417
ASMLUSDT,F_flip,3,0.0,0.0,0,0,0.0,False,0.0,False,1625242.9417
ASMLUSDT,F_flip,5,0.0,0.0,0,0,0.0,False,0.0,False,1625242.9417
ASTERUSDT,F_fade,2,0.0,0.008325865464081872,0,146,0.24855576637536658,False,-2.4173887771155447,False,1742085.8282
ASTERUSDT,F_fade,3,0.0,-0.03153542179528601,0,146,0.35157806166287087,False,-3.498025617690209,False,1742085.8282
ASTERUSDT,F_fade,5,0.0,-0.18278371331790577,0,146,0.5564638854698363,False,-5.158179034253451,False,1742085.8282
ASTERUSDT,F_flip,2,0.0,-0.11186742681244788,0,11,0.25896746958764694,False,-0.8187545155872032,False,1742085.8282
ASTERUSDT,F_flip,3,0.0,-0.18662836318162834,0,11,0.3676454415858774,False,-1.1341068444666573,False,1742085.8282
ASTERUSDT,F_flip,5,0.0,-0.35534638177811784,0,11,0.5476397974559122,False,-1.5714584514755994,False,1742085.8282
ATOMUSDT,F_fade,2,0.0,0.11880480956323147,0,64,0.3210147565153012,False,-2.938605806287,False,1000775.7341
ATOMUSDT,F_fade,3,0.0,0.128186390661839,0,64,0.45001041835855193,False,-4.325096696204874,False,1000775.7341
ATOMUSDT,F_fade,5,0.0,0.04193498922773964,0,64,0.6517233721274139,False,-6.442038795824171,False,1000775.7341
ATOMUSDT,F_flip,2,0.0,0.2606359133661744,0,3,0.11427723203329221,False,-0.16632561061530396,False,1000775.7341
ATOMUSDT,F_flip,3,0.0,0.387410190038455,0,3,0.1688776287834557,False,-0.302264675331072,False,1000775.7341
ATOMUSDT,F_flip,5,0.0,0.614394656161303,0,3,0.2728385816972131,False,-0.6722288446772908,False,1000775.7341
AVAXUSDT,F_fade,2,0.0,-0.008850780411238102,0,52,0.34865251375367945,False,-2.6420934224773247,False,6439016.1129
AVAXUSDT,F_fade,3,0.0,-0.07026981275858857,0,52,0.4931985020413221,False,-3.64005296683583,False,6439016.1129
AVAXUSDT,F_fade,5,0.0,-0.27593578065954816,0,52,0.7185584341815932,False,-4.903521595562042,False,6439016.1129
AVAXUSDT,F_flip,2,0.0,-0.031448464965161516,0,6,0.30112642427942327,False,-0.952218629354961,False,6439016.1129
AVAXUSDT,F_flip,3,0.0,-0.07925436217925452,0,6,0.4223343592399028,False,-1.3819505238155836,False,6439016.1129
AVAXUSDT,F_flip,5,0.0,-0.22433267051549655,0,6,0.6147710502204013,False,-2.1163600912352845,False,6439016.1129
AVGOUSDT,F_fade,2,0.047774947029056714,3.093107261475936e-05,7,7,0.09296346916938847,False,-7.037915926876741,False,1202764.2839
AVGOUSDT,F_fade,3,0.06982292476859575,-0.0075425804232220894,7,7,0.13891088727658374,False,-10.342872413709191,False,1202764.2839
AVGOUSDT,F_fade,5,0.10981093524439256,-0.03743751738968082,7,7,0.22957168560963637,False,-16.50470240267759,False,1202764.2839
AVGOUSDT,F_flip,2,0.0,0.0,0,0,0.0,False,0.0,False,1202764.2839
AVGOUSDT,F_flip,3,0.0,0.0,0,0,0.0,False,0.0,False,1202764.2839
AVGOUSDT,F_flip,5,0.0,0.0,0,0,0.0,False,0.0,False,1202764.2839
AXTIUSDT,F_fade,2,0.10925088194586707,0.0,11,0,0.0,False,0.0,False,1384098.9774
AXTIUSDT,F_fade,3,0.05835732645098912,0.0,11,0,0.0,False,0.0,False,1384098.9774
AXTIUSDT,F_fade,5,-0.21618490635570708,0.0,11,0,0.0,False,0.0,False,1384098.9774
AXTIUSDT,F_flip,2,0.0,0.0,0,0,0.0,False,0.0,False,1384098.9774
AXTIUSDT,F_flip,3,0.0,0.0,0,0,0.0,False,0.0,False,1384098.9774
AXTIUSDT,F_flip,5,0.0,0.0,0,0,0.0,False,0.0,False,1384098.9774
BABAUSDT,F_fade,2,0.0,-0.016837377025646805,0,6,0.07145291164366507,False,-5.017922941056441,False,2064153.4367
BABAUSDT,F_fade,3,0.0,-0.03026656700422037,0,6,0.10659083323526597,False,-7.486786561539851,False,2064153.4367
BABAUSDT,F_fade,5,0.0,-0.06651485410350311,0,6,0.1755695487978336,False,-12.29342899211556,False,2064153.4367
BABAUSDT,F_flip,2,0.0,0.0,0,0,0.0,False,0.0,False,2064153.4367
BABAUSDT,F_flip,3,0.0,0.0,0,0,0.0,False,0.0,False,2064153.4367
BABAUSDT,F_flip,5,0.0,0.0,0,0,0.0,False,0.0,False,2064153.4367
BANKUSDT,F_fade,2,0.0,-0.2551258037475761,0,148,0.608923583183661,False,-7.46716805088098,False,14209705.87605
BANKUSDT,F_fade,3,0.0,-0.5423825374884557,0,148,0.8004069542347836,False,-9.863229964091524,False,14209705.87605
BANKUSDT,F_fade,5,0.0,-0.9140450797421557,0,148,0.9714524085976363,False,-10.504756498614473,False,14209705.87605
BANKUSDT,F_flip,2,0.0,0.0,0,0,0.0,False,0.0,False,14209705.87605
BANKUSDT,F_flip,3,0.0,0.0,0,0,0.0,False,0.0,False,14209705.87605
BANKUSDT,F_flip,5,0.0,0.0,0,0,0.0,False,0.0,False,14209705.87605
BASEDUSDT,F_fade,2,0.07439381916986165,-0.8355992248697508,77,86,0.9261871469512638,False,-1.3441960503850225,False,3054224.44993
BASEDUSDT,F_fade,3,-0.07366750473186012,-0.9498632800267658,77,86,0.9839756956857841,False,-1.5202994819979134,False,3054224.44993
BASEDUSDT,F_fade,5,-0.5257332058898653,-1.0,77,83,1.0,True,-1.6057249437363963,False,3054224.44993
BASEDUSDT,F_flip,2,-0.31778482310053613,0.3817058519809131,4,2,0.1798011837863297,False,-0.10944663641576247,False,3054224.44993
BASEDUSDT,F_flip,3,-0.4772612468536691,0.5587740250808928,4,2,0.2611281536417941,False,-0.18245730871358068,False,3054224.44993
BASEDUSDT,F_flip,5,-1.0,0.8427132474070107,3,2,0.4242864617705916,False,-0.34973180007178484,False,3054224.44993
BCHUSDT,F_fade,2,0.0,-0.4286692604050335,0,35,0.48131882003205473,False,-5.125265761880545,False,11253578.7468
BCHUSDT,F_fade,3,0.0,-0.6061172124287346,0,35,0.6575209382055787,False,-6.730866677148384,False,11253578.7468
BCHUSDT,F_fade,5,0.0,-0.8458431455550312,0,35,0.8757822068434542,False,-8.326330185702117,False,11253578.7468
BCHUSDT,F_flip,2,0.0,-0.13384093168725375,0,4,0.23468601565437952,False,-0.6786863316533337,False,11253578.7468
BCHUSDT,F_flip,3,0.0,-0.212831696333024,0,4,0.3395577766663438,False,-1.0000679401263501,False,11253578.7468
BCHUSDT,F_flip,5,0.0,-0.38215944492543197,0,4,0.5251650226856577,False,-1.5936978578783128,False,11253578.7468
BEATUSDT,F_fade,2,0.0,-0.9371264858043633,0,40,0.9863095151692525,False,-21.574756043904152,False,3787868.7515
BEATUSDT,F_fade,3,0.0,-1.0,0,28,1.0,True,-30.509767199730902,False,3787868.7515
BEATUSDT,F_fade,5,0.0,-1.0,0,24,1.0,True,-26.4021416215656,False,3787868.7515
BEATUSDT,F_flip,2,0.0,0.09431765582022344,0,10,0.6092685427254065,False,-2.7817112406536832,False,3787868.7515
BEATUSDT,F_flip,3,0.0,-0.19051952252839366,0,10,0.7743758024489145,False,-3.1429497709321086,False,3787868.7515
BEATUSDT,F_flip,5,0.0,-1.0,0,0,1.0,True,-0.5394189564641791,False,3787868.7515
BEUSDT,F_fade,2,-0.30053774775693143,0.0,14,0,0.0,False,0.0,False,5773002.8873
BEUSDT,F_fade,3,-0.44801904736122866,0.0,14,0,0.0,False,0.0,False,5773002.8873
BEUSDT,F_fade,5,-0.6972623269452198,0.0,14,0,0.0,False,0.0,False,5773002.8873
BEUSDT,F_flip,2,0.0,0.0,0,0,0.0,False,0.0,False,5773002.8873
BEUSDT,F_flip,3,0.0,0.0,0,0,0.0,False,0.0,False,5773002.8873
BEUSDT,F_flip,5,0.0,0.0,0,0,0.0,False,0.0,False,5773002.8873
BGBUSDT,F_fade,2,0.0,-0.4302880093623894,0,78,0.45769121051711936,False,-2.4650058957825243,False,3319182.4133
BGBUSDT,F_fade,3,0.0,-0.5786970866047573,0,78,0.6082898664522538,False,-3.155827428421278,False,3319182.4133
BGBUSDT,F_fade,5,0.0,-0.7789911261193916,0,78,0.8035328213288955,False,-3.8507746811210595,False,3319182.4133
BGBUSDT,F_flip,2,0.0,-0.04897718350894009,0,7,0.13720679563576332,False,-0.7368074683504191,False,3319182.4133
BGBUSDT,F_flip,3,0.0,-0.08263052653685976,0,7,0.2033037686160093,False,-1.112161606130965,False,3319182.4133
BGBUSDT,F_flip,5,0.0,-0.1655193231795088,0,7,0.32910968793262163,False,-1.8599166846036315,False,3319182.4133
BILLUSDT,F_fade,2,-0.49072025617889503,-0.08749088560792118,66,83,0.592453844601291,False,-4.269726179499634,False,8106244.46297
BILLUSDT,F_fade,3,-0.7204446551202084,-0.31499359745487665,66,83,0.771431891473131,False,-5.891829182189635,False,8106244.46297
BILLUSDT,F_fade,5,-0.9513245126495459,-0.7603297160856648,66,83,0.948739028500137,False,-6.753724489135486,False,8106244.46297
BILLUSDT,F_flip,2,0.3428308941715654,0.23462355495424458,7,1,0.17870575039025383,False,1.3618945693185274,False,8106244.46297
BILLUSDT,F_flip,3,-1.0,0.3382645702374585,0,1,0.2578805135538399,False,1.9977986949524467,False,8106244.46297
BILLUSDT,F_flip,5,-1.0,0.49933385223046134,0,1,0.3978884659365399,False,3.163333244653546,False,8106244.46297
BNBUSDT,F_fade,2,0.0,0.46956960319619445,0,39,0.15827993136716756,False,-3.7634237499314978,False,9355781.6154
BNBUSDT,F_fade,3,0.0,0.7242107872787453,0,39,0.23132602403992542,False,-6.238716083366349,False,9355781.6154
BNBUSDT,F_fade,5,0.0,1.2205743436825163,0,39,0.3653507096924997,False,-12.400954272404732,False,9355781.6154
BNBUSDT,F_flip,2,0.0,-0.24887439787876653,0,8,0.2513570046700372,False,-1.0463557364935892,False,9355781.6154
BNBUSDT,F_flip,3,0.0,-0.3587420518593215,0,8,0.3618587250693347,False,-1.4449904906946078,False,9355781.6154
BNBUSDT,F_flip,5,0.0,-0.5465356830258451,0,8,0.5500628680349768,False,-2.033888030899179,False,9355781.6154
BSBUSDT,F_fade,2,-1.0,-0.8792433255447173,19,71,0.931073886957829,False,-0.813065394597749,False,5393939.34514
BSBUSDT,F_fade,3,-1.0,-0.9698666050269432,0,71,0.9865874172691199,False,-0.7981941198462029,False,5393939.34514
BSBUSDT,F_fade,5,-1.0,-1.0,0,16,1.0,True,-0.6807402195314858,False,5393939.34514
BSBUSDT,F_flip,2,-1.0,-0.69607021773077,1,3,0.8511908603332514,False,-0.4754721759945767,False,5393939.34514
BSBUSDT,F_flip,3,-1.0,-1.0,0,1,1.0,True,-0.5803125738697916,False,5393939.34514
BSBUSDT,F_flip,5,-1.0,-1.0,0,1,1.0,True,-0.9353653104786208,False,5393939.34514
BTCUSDT,F_fade,2,0.0,0.3725726900508455,0,24,0.104202600366604,False,-2.789812037997708,True,2321855443.78447
BTCUSDT,F_fade,3,0.0,0.5887899731764237,0,24,0.153174027480373,False,-4.615505004187996,True,2321855443.78447
BTCUSDT,F_fade,5,0.0,1.0786039580565037,0,24,0.24510010625302459,False,-9.38727248492747,False,2321855443.78447
BTCUSDT,F_flip,2,0.0,0.15715416409158256,0,7,0.18710651450819804,False,-1.1622600662072886,False,2321855443.78447
BTCUSDT,F_flip,3,0.0,0.22292356885568987,0,7,0.2709701045014479,False,-1.8571890965245392,False,2321855443.78447
BTCUSDT,F_flip,5,0.0,0.31887571170082585,0,7,0.4200377521947575,False,-3.4552999924470966,False,2321855443.78447
BZUSDT,F_fade,2,0.12550898848273118,0.044653190470794746,12,13,0.14292121649026757,False,-4.837012234023822,False,23105185.7632
BZUSDT,F_fade,3,0.18219075954676445,0.05879119639365782,12,13,0.21015347705096277,False,-7.186852880363722,False,23105185.7632
BZUSDT,F_fade,5,0.2782978656645869,0.06959666407838871,12,13,0.33539244752468644,False,-11.691802827436316,False,23105185.7632
BZUSDT,F_flip,2,-0.14164329763495798,0.0,3,0,0.0,False,0.0,False,23105185.7632
BZUSDT,F_flip,3,-0.20667028955390088,0.0,3,0,0.0,False,0.0,False,23105185.7632
BZUSDT,F_flip,5,-0.3257005786138487,0.0,3,0,0.0,False,0.0,False,23105185.7632
CBRSUSDT,F_fade,2,0.0,0.045001233095961046,0,5,0.06527341612574666,False,-0.9613752545454572,False,12890815.0716
CBRSUSDT,F_fade,3,0.0,0.06017169994765559,0,5,0.09691882939839336,False,-1.4271120401145854,False,12890815.0716
CBRSUSDT,F_fade,5,0.0,0.0744416659375613,0,5,0.15824876636620966,False,-2.3168866059152666,False,12890815.0716
CBRSUSDT,F_flip,2,0.0,0.0,0,0,0.0,False,0.0,False,12890815.0716
CBRSUSDT,F_flip,3,0.0,0.0,0,0,0.0,False,0.0,False,12890815.0716
CBRSUSDT,F_flip,5,0.0,0.0,0,0,0.0,False,0.0,False,12890815.0716
CHIPUSDT,F_fade,2,0.224247803479108,-0.5952534075837405,14,43,0.6793266960017681,False,-7.006734054880933,False,1392541.46124
CHIPUSDT,F_fade,3,0.1506914829805739,-0.7758126217204414,14,43,0.83721854298347,False,-8.305314292303429,False,1392541.46124
CHIPUSDT,F_fade,5,-1.0,-0.9488837129576468,1,43,0.9670108434821382,False,-8.114445743726673,False,1392541.46124
CHIPUSDT,F_flip,2,-0.49818519605680145,-0.05006218834487752,8,4,0.302344189313532,False,-2.027611321149059,False,1392541.46124
CHIPUSDT,F_flip,3,-0.6801590950875018,-0.10604590160989424,8,4,0.42589350726353536,False,-2.8477263473006076,False,1392541.46124
CHIPUSDT,F_flip,5,-1.0,-0.26209202816769495,0,4,0.623249009413283,False,-4.134270093388517,False,1392541.46124
CLUSDT,F_fade,2,0.12233236258420987,0.04234738346111433,12,13,0.12710129993450092,False,-7.018297314414396,False,164934291.02149
CLUSDT,F_fade,3,0.16595906541601768,0.05340987564672606,12,13,0.1865639546429484,False,-10.429605877072516,False,164934291.02149
CLUSDT,F_fade,5,0.2097243052132607,0.05433286737487064,12,13,0.297365420493371,False,-16.934026368578152,False,164934291.02149
CLUSDT,F_flip,2,-0.005446227812168969,-0.003999816992452998,1,1,0.02928637917046406,False,0.0,False,164934291.02149
CLUSDT,F_flip,3,-0.009527954999923094,-0.0064511491170340385,1,1,0.043924234715771227,False,0.0,False,164934291.02149
CLUSDT,F_flip,5,-0.02035477387162643,-0.012262494490966946,1,1,0.07317507096870746,False,0.0,False,164934291.02149
COHRUSDT,F_fade,2,-0.3137430478448586,0.02751424029260474,18,2,0.043436232539599495,False,0.0,False,2706102.636
COHRUSDT,F_fade,3,-0.4709923893744008,0.040269460089435105,18,2,0.0649320552548932,False,0.0,False,2706102.636
COHRUSDT,F_fade,5,-0.7331809894467927,0.0636062332542735,18,2,0.10748095743001673,False,0.0,False,2706102.636
COHRUSDT,F_flip,2,0.0,0.0,0,0,0.0,False,0.0,False,2706102.636
COHRUSDT,F_flip,3,0.0,0.0,0,0,0.0,False,0.0,False,2706102.636
COHRUSDT,F_flip,5,0.0,0.0,0,0,0.0,False,0.0,False,2706102.636
COINUSDT,F_fade,2,0.0,0.006372230496837439,0,18,0.27712846961265336,False,-10.58974643681762,False,3034101.5183
COINUSDT,F_fade,3,0.0,-0.01813997012068136,0,18,0.39423611158177785,False,-15.26903974255038,False,3034101.5183
COINUSDT,F_fade,5,0.0,-0.11557922696594292,0,18,0.5906159667055069,False,-22.63849599205657,False,3034101.5183
COINUSDT,F_flip,2,0.0,0.0,0,0,0.0,False,0.0,False,3034101.5183
COINUSDT,F_flip,3,0.0,0.0,0,0,0.0,False,0.0,False,3034101.5183
COINUSDT,F_flip,5,0.0,0.0,0,0,0.0,False,0.0,False,3034101.5183
CRCLUSDT,F_fade,2,0.0,-0.29188283781638036,0,13,0.3466239035247848,False,-12.560620365605683,False,12030213.5068
CRCLUSDT,F_fade,3,0.0,-0.43742372084505077,0,13,0.49501685399515105,False,-17.359502243487324,False,12030213.5068
CRCLUSDT,F_fade,5,0.0,-0.6859822386230934,0,13,0.726504293213347,False,-24.11819368730855,False,12030213.5068
CRCLUSDT,F_flip,2,0.0,0.025957191042177197,0,1,0.10065401407054575,False,2.3115223883009692,False,12030213.5068
CRCLUSDT,F_flip,3,0.0,0.03416626569901826,0,1,0.1488813382565829,False,3.471240487970329,False,12030213.5068
CRCLUSDT,F_flip,5,0.0,0.04090931609744519,0,1,0.24105656567282474,False,5.80052094712026,False,12030213.5068
CRVUSDT,F_fade,2,0.0,-0.4062454287036048,0,87,0.4581400913082988,False,-2.8647955630041366,False,2435156.9488
CRVUSDT,F_fade,3,0.0,-0.583190016578616,0,87,0.6359680449014903,False,-3.60133744732245,False,2435156.9488
CRVUSDT,F_fade,5,0.0,-0.8297082274984127,0,87,0.8633053925227039,False,-4.120111463180844,False,2435156.9488
CRVUSDT,F_flip,2,0.0,0.32534414155218494,0,7,0.2024429988047427,False,-0.18119864162094895,False,2435156.9488
CRVUSDT,F_flip,3,0.0,0.4326879612118053,0,7,0.2914417833548878,False,-0.27101952692845627,False,2435156.9488
CRVUSDT,F_flip,5,0.0,0.47612146292184576,0,7,0.44672609626954685,False,-0.4147456531923229,False,2435156.9488
CRWVUSDT,F_fade,2,-0.004339608726957267,0.0,6,0,0.0,False,0.0,False,2201972.1408
CRWVUSDT,F_fade,3,-0.021787637045832753,0.0,6,0,0.0,False,0.0,False,2201972.1408
CRWVUSDT,F_fade,5,-0.08424500294441073,0.0,6,0,0.0,False,0.0,False,2201972.1408
CRWVUSDT,F_flip,2,0.0,0.0,0,0,0.0,False,0.0,False,2201972.1408
CRWVUSDT,F_flip,3,0.0,0.0,0,0,0.0,False,0.0,False,2201972.1408
CRWVUSDT,F_flip,5,0.0,0.0,0,0,0.0,False,0.0,False,2201972.1408
DASHUSDT,F_fade,2,0.0,-0.6010775936960064,0,106,0.6549798946554166,False,-3.3104261832106494,False,1326000.2629
DASHUSDT,F_fade,3,0.0,-0.7928385256999659,0,106,0.825085454464311,False,-3.113462270608528,False,1326000.2629
DASHUSDT,F_fade,5,0.0,-1.0,0,9,1.0,True,-0.5284915388802466,False,1326000.2629
DASHUSDT,F_flip,2,0.0,0.5023939782944471,0,6,0.4133975920026354,False,1.4940500402729548,False,1326000.2629
DASHUSDT,F_flip,3,0.0,0.6240657119747974,0,6,0.5633888440246378,False,2.2694197896815993,False,1326000.2629
DASHUSDT,F_flip,5,0.0,-1.0,0,2,1.0,True,-0.4743558441820944,False,1326000.2629
DEXEUSDT,F_fade,2,0.0,-0.7467462263457274,0,111,0.8340673316228511,False,-7.3769447365397545,False,14149783.1636
DEXEUSDT,F_fade,3,0.0,-0.9025060396547705,0,111,0.9450116513343745,False,-9.48551193349563,False,14149783.1636
DEXEUSDT,F_fade,5,0.0,-0.992090054171765,0,111,0.9963668378937307,False,-12.946295011882663,False,14149783.1636
DEXEUSDT,F_flip,2,0.0,-0.12898900431169846,0,7,0.24934595523157232,False,0.6309259058393278,False,14149783.1636
DEXEUSDT,F_flip,3,0.0,-0.23855021039128788,0,7,0.3823417718448151,False,0.891573180658625,False,14149783.1636
DEXEUSDT,F_flip,5,0.0,-0.493271904338064,0,7,0.6255442666263404,False,1.3099463926082446,False,14149783.1636
DOGEUSDT,F_fade,2,0.0,0.14091519578293754,0,30,0.21784751646280387,False,-2.2215031014356263,False,29968339.45624
DOGEUSDT,F_fade,3,0.0,0.17619063755852737,0,30,0.3136254951924279,False,-3.3702857390907015,False,29968339.45624
DOGEUSDT,F_fade,5,0.0,0.16502497017968554,0,30,0.4797143083184433,False,-5.5183143650538895,False,29968339.45624
DOGEUSDT,F_flip,2,0.0,0.16322856960879895,0,7,0.10989046392229818,False,-0.8529013406681683,False,29968339.45624
